Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
82.64.95.124,170010,/MagicBean:2.1.2-3/,854285,5,1591224800,1591224800.481
212.158.160.111,170011,/MagicBean:3.0.0/,854291,5,1591225266,1591225266.700
13.58.24.131,170011,/MagicBean:3.0.0/,849282,5,1591227165,1591227166.091
54.151.20.171,170011,/MagicBean:3.0.0/,854365,5,1591230994,1591230994.695
54.151.20.171,170011,/MagicBean:3.0.0/,854379,5,1591231881,1591231881.917
206.189.122.11,170010,/MagicBean:2.1.2/,854422,5,1591236180,1591236180.158
51.68.5.144,170010,/zqwMagicBean:2.1.2/,854483,5,1591240162,1591240169.272
118.244.204.223,170011,/MagicBean:3.0.0/,854497,5,1591240779,1591240779.484
78.27.139.13,170011,/MagicBean:3.0.0/,854509,5,1591242057,1591242057.909
51.68.5.144,170010,/zqwMagicBean:2.1.2/,854718,5,1591257478,1591257550.536
74.213.232.247,170011,/MagicBean:3.0.0/,854722,5,1591258135,1591258135.550
